lon,lat,depth,stdv,smag,shiftstd,avstr,avdip,avrke,psdepth,sstr,sdip,nID,pslon,pslat,bzlon,bzlat,centsurf,thickness,alen,blen,clen,ogstr,ogdip,hstdv,vstdv
235.20,47.60,19.80,7.48,0.00,0.00,nan,nan,nan,19.80,333.09,11.97,2352476,235.20,47.60,235.20,47.60,14.00,31.24,100.00,20.00,100.00,338.19,10.06,1.31,7.37
236.22,47.60,25.26,10.86,6.31,0.49,nan,nan,nan,35.96,348.92,12.87,2362476,236.20,47.60,236.20,47.60,18.00,31.98,32.00,20.00,100.00,346.69,7.56,1.43,10.77
236.42,47.60,30.67,8.09,7.19,0.56,202.43,45.76,-61.62,37.62,352.43,12.66,2364476,236.40,47.60,236.40,47.60,14.00,31.98,32.00,20.00,100.00,350.64,8.64,1.22,8.00
230.20,47.80,2.65,2.00,0.00,0.00,nan,nan,nan,2.65,339.32,4.80,2302478,230.20,47.80,230.20,47.80,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
230.40,47.80,2.68,2.00,0.00,0.00,nan,nan,nan,2.68,339.32,4.80,2304478,230.40,47.80,230.40,47.80,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
230.60,47.80,2.71,2.00,0.00,0.00,nan,nan,nan,2.71,339.32,4.80,2306478,230.60,47.80,230.60,47.80,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
230.80,47.80,2.75,2.00,0.00,0.00,nan,nan,nan,2.75,339.32,4.80,2308478,230.80,47.80,230.80,47.80,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.00,47.80,2.80,2.00,0.00,0.00,nan,nan,nan,2.80,339.32,4.80,2310478,231.00,47.80,231.00,47.80,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.20,47.80,2.86,2.00,0.00,0.00,nan,nan,nan,2.86,333.44,4.76,2312478,231.20,47.80,231.20,47.80,3.00,25.67,100.00,20.00,100.00,317.99,0.00,0.00,2.00
231.40,47.80,2.92,2.00,0.00,0.00,nan,nan,nan,2.92,327.46,4.59,2314478,231.40,47.80,231.40,47.80,3.00,25.10,100.00,20.00,100.00,310.07,0.00,0.00,2.00
231.60,47.80,2.99,2.00,0.00,0.00,nan,nan,nan,2.99,327.46,4.59,2316478,231.60,47.80,231.60,47.80,3.00,25.10,100.00,20.00,100.00,310.07,0.00,0.00,2.00
231.80,47.80,3.08,2.00,0.00,0.00,nan,nan,nan,3.08,327.46,4.59,2318478,231.80,47.80,231.80,47.80,3.00,25.10,100.00,20.00,100.00,316.75,0.00,0.00,2.00
232.00,47.80,3.19,2.00,0.00,0.00,nan,nan,nan,3.19,323.70,4.78,2320478,232.00,47.80,232.00,47.80,3.00,24.50,100.00,20.00,100.00,316.75,0.00,0.00,2.00
232.20,47.80,3.31,2.00,0.00,0.00,nan,nan,nan,3.31,321.13,4.97,2322478,232.20,47.80,232.20,47.80,3.00,23.76,100.00,20.00,100.00,325.49,0.00,0.00,2.00
232.40,47.80,3.40,2.92,0.00,0.00,nan,nan,nan,3.40,323.70,5.44,2324478,232.40,47.80,232.40,47.80,4.00,25.48,100.00,20.00,100.00,328.20,0.00,0.00,2.92
232.60,47.80,3.48,2.92,0.00,0.00,nan,nan,nan,3.48,323.70,5.44,2326478,232.60,47.80,232.60,47.80,4.00,25.88,100.00,20.00,100.00,328.20,0.00,0.00,2.92
232.80,47.80,3.55,2.92,0.00,0.00,nan,nan,nan,3.55,327.66,5.30,2328478,232.80,47.80,232.80,47.80,4.00,27.47,100.00,20.00,100.00,330.90,0.00,0.00,2.92
233.00,47.80,3.62,2.92,0.00,0.00,nan,nan,nan,3.62,328.25,5.30,2330478,233.00,47.80,233.00,47.80,4.00,28.42,100.00,20.00,100.00,336.76,0.00,0.00,2.92
233.20,47.80,3.68,2.92,0.00,0.00,nan,nan,nan,3.68,329.37,5.30,2332478,233.20,47.80,233.20,47.80,4.00,28.88,100.00,20.00,100.00,336.76,0.00,0.00,2.92
233.40,47.80,3.74,2.92,0.00,0.00,nan,nan,nan,3.74,330.96,4.97,2334478,233.40,47.80,233.40,47.80,4.00,29.39,100.00,20.00,100.00,336.76,0.00,0.00,2.92
233.60,47.80,3.80,3.76,0.00,0.00,nan,nan,nan,3.80,331.92,4.64,2336478,233.60,47.80,233.60,47.80,4.00,29.65,100.00,20.00,100.00,342.62,0.00,0.00,3.76
233.80,47.80,4.82,4.06,0.00,0.00,nan,nan,nan,4.82,331.21,5.25,2338478,233.80,47.80,233.80,47.80,6.00,29.65,100.00,20.00,100.00,337.31,6.76,0.48,4.03
234.00,47.80,4.56,12.13,0.00,0.00,nan,nan,nan,4.56,329.05,6.39,2340478,234.00,47.80,234.00,47.80,6.00,30.49,100.00,20.00,100.00,331.64,6.70,1.42,12.05
234.20,47.80,10.00,4.00,0.00,0.00,nan,nan,nan,10.00,327.44,7.55,2342478,234.20,47.80,234.20,47.80,4.00,31.13,100.00,20.00,100.00,331.34,5.77,0.40,3.98
234.40,47.80,8.69,10.05,0.00,0.00,nan,nan,nan,8.69,327.44,8.90,2344478,234.40,47.80,234.40,47.80,5.00,31.11,100.00,20.00,100.00,333.84,8.81,1.54,9.93
234.60,47.80,9.91,8.84,0.00,0.00,nan,nan,nan,9.91,328.83,10.37,2346478,234.60,47.80,234.60,47.80,6.00,31.24,100.00,20.00,100.00,335.73,10.11,1.55,8.70
234.80,47.80,11.14,8.94,0.00,0.00,nan,nan,nan,11.14,330.39,11.63,2348478,234.80,47.80,234.80,47.80,5.00,31.24,100.00,20.00,100.00,332.17,9.85,1.53,8.81
235.00,47.80,19.87,7.48,0.00,0.00,nan,nan,nan,19.87,331.10,12.31,2350478,235.00,47.80,235.00,47.80,14.00,31.24,100.00,20.00,100.00,335.39,11.28,1.46,7.34
235.61,47.80,29.14,10.15,3.06,0.25,nan,nan,nan,29.93,330.53,11.65,2356478,235.60,47.80,235.60,47.80,16.00,31.24,100.00,20.00,100.00,340.11,8.56,1.51,10.04
236.01,47.80,30.26,9.25,2.30,0.18,nan,nan,nan,28.46,337.76,11.51,2360478,236.00,47.80,236.00,47.80,11.00,31.24,34.00,20.00,100.00,336.95,8.38,1.35,9.15
236.21,47.80,29.64,10.42,3.29,0.26,nan,nan,nan,30.38,343.52,11.71,2362478,236.20,47.80,236.20,47.80,11.00,31.24,30.00,20.00,100.00,342.25,7.44,1.35,10.33
236.42,47.80,25.21,9.26,7.60,0.61,nan,nan,nan,38.74,348.39,11.74,2364478,236.40,47.80,236.40,47.80,14.00,31.24,23.00,20.00,100.00,345.88,8.07,1.30,9.16
230.20,48.00,2.68,2.00,0.00,0.00,nan,nan,nan,2.68,339.32,4.80,2302480,230.20,48.00,230.20,48.00,3.00,25.80,100.00,20.00,100.00,329.05,0.00,0.00,2.00
230.40,48.00,2.69,2.00,0.00,0.00,nan,nan,nan,2.69,339.32,4.80,2304480,230.40,48.00,230.40,48.00,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
230.60,48.00,2.72,2.00,0.00,0.00,nan,nan,nan,2.72,339.32,4.80,2306480,230.60,48.00,230.60,48.00,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
230.80,48.00,2.75,2.00,0.00,0.00,nan,nan,nan,2.75,339.32,4.80,2308480,230.80,48.00,230.80,48.00,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.00,48.00,2.80,2.00,0.00,0.00,nan,nan,nan,2.80,339.32,4.80,2310480,231.00,48.00,231.00,48.00,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.20,48.00,2.85,2.00,0.00,0.00,nan,nan,nan,2.85,339.32,4.80,2312480,231.20,48.00,231.20,48.00,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.40,48.00,2.90,2.00,0.00,0.00,nan,nan,nan,2.90,333.44,4.76,2314480,231.40,48.00,231.40,48.00,3.00,25.67,100.00,20.00,100.00,317.99,0.00,0.00,2.00
231.60,48.00,2.98,2.00,0.00,0.00,nan,nan,nan,2.98,327.46,4.59,2316480,231.60,48.00,231.60,48.00,3.00,25.10,100.00,20.00,100.00,310.07,0.00,0.00,2.00
231.80,48.00,3.07,2.00,0.00,0.00,nan,nan,nan,3.07,327.46,4.59,2318480,231.80,48.00,231.80,48.00,3.00,25.10,100.00,20.00,100.00,310.07,0.00,0.00,2.00
232.00,48.00,3.18,2.00,0.00,0.00,nan,nan,nan,3.18,327.46,4.59,2320480,232.00,48.00,232.00,48.00,3.00,24.50,100.00,20.00,100.00,309.04,0.00,0.00,2.00
232.20,48.00,3.28,2.00,0.00,0.00,nan,nan,nan,3.28,321.13,4.97,2322480,232.20,48.00,232.20,48.00,3.00,23.76,100.00,20.00,100.00,316.75,0.00,0.00,2.00
232.40,48.00,3.36,2.00,0.00,0.00,nan,nan,nan,3.36,319.93,5.17,2324480,232.40,48.00,232.40,48.00,3.00,25.48,100.00,20.00,100.00,316.75,0.00,0.00,2.00
232.60,48.00,3.45,2.00,0.00,0.00,nan,nan,nan,3.45,323.70,5.44,2326480,232.60,48.00,232.60,48.00,3.00,25.88,100.00,20.00,100.00,325.49,0.00,0.00,2.00
232.80,48.00,3.53,2.00,0.00,0.00,nan,nan,nan,3.53,323.70,5.44,2328480,232.80,48.00,232.80,48.00,3.00,25.88,100.00,20.00,100.00,328.20,0.00,0.00,2.00
233.00,48.00,3.60,2.77,0.00,0.00,nan,nan,nan,3.60,327.66,5.30,2330480,233.00,48.00,233.00,48.00,3.00,27.47,100.00,20.00,100.00,328.20,0.00,0.00,2.77
233.20,48.00,4.66,2.92,0.00,0.00,nan,nan,nan,4.66,328.25,5.30,2332480,233.20,48.00,233.20,48.00,4.00,28.42,100.00,20.00,100.00,328.20,0.00,0.00,2.92
233.40,48.00,3.72,3.76,0.00,0.00,nan,nan,nan,3.72,329.37,5.30,2334480,233.40,48.00,233.40,48.00,4.00,28.88,100.00,20.00,100.00,330.90,0.00,0.00,3.76
233.60,48.00,5.29,11.58,0.00,0.00,nan,nan,nan,5.29,330.39,5.31,2336480,233.60,48.00,233.60,48.00,6.00,28.88,100.00,20.00,100.00,337.95,5.49,1.11,11.52
233.80,48.00,4.96,7.26,0.00,0.00,nan,nan,nan,4.96,329.67,6.63,2338480,233.80,48.00,233.80,48.00,6.00,29.39,100.00,20.00,100.00,334.98,7.22,0.91,7.20
234.00,48.00,9.76,6.06,0.00,0.00,nan,nan,nan,9.76,328.46,7.79,2340480,234.00,48.00,234.00,48.00,10.00,29.39,100.00,20.00,100.00,332.55,6.67,0.70,6.01
234.20,48.00,10.21,8.84,0.00,0.00,nan,nan,nan,10.21,327.40,8.91,2342480,234.20,48.00,234.20,48.00,6.00,30.49,100.00,20.00,100.00,330.16,8.43,1.30,8.75
234.40,48.00,10.39,8.77,0.00,0.00,nan,nan,nan,10.39,327.19,10.11,2344480,234.40,48.00,234.40,48.00,7.00,31.13,100.00,20.00,100.00,330.20,9.42,1.44,8.66
234.60,48.00,20.58,5.57,0.00,0.00,nan,nan,nan,20.58,327.92,11.30,2346480,234.60,48.00,234.60,48.00,8.00,31.11,100.00,20.00,100.00,331.62,9.90,0.96,5.48
234.80,48.00,15.99,6.82,0.00,0.00,nan,nan,nan,15.99,329.01,12.24,2348480,234.80,48.00,234.80,48.00,8.00,31.24,100.00,20.00,100.00,333.80,10.37,1.23,6.71
235.00,48.00,19.48,7.28,0.00,0.00,nan,nan,nan,19.48,329.67,12.67,2350480,235.00,48.00,235.00,48.00,13.00,31.24,100.00,20.00,100.00,337.19,10.09,1.28,7.17
235.61,48.00,29.58,9.52,3.34,0.27,nan,nan,nan,30.48,328.18,11.37,2356480,235.60,48.00,235.60,48.00,16.00,31.24,37.00,20.00,100.00,336.79,9.06,1.50,9.40
235.81,48.00,29.41,9.25,3.18,0.26,nan,nan,nan,30.17,329.25,10.83,2358480,235.80,48.00,235.80,48.00,15.00,31.24,27.00,20.00,100.00,336.78,8.88,1.43,9.14
236.01,48.00,30.11,8.09,5.55,0.45,nan,nan,nan,34.77,332.72,10.51,2360480,236.00,48.00,236.00,48.00,15.00,31.24,26.00,20.00,100.00,338.75,7.35,1.04,8.03
236.21,48.00,34.81,9.80,5.85,0.47,nan,nan,nan,35.35,338.12,10.57,2362480,236.20,48.00,236.20,48.00,15.00,31.24,26.00,20.00,100.00,337.80,7.04,1.20,9.72
236.42,48.00,35.33,9.57,6.49,0.52,nan,nan,nan,36.58,343.17,10.89,2364480,236.40,48.00,236.40,48.00,13.00,31.24,28.00,20.00,100.00,342.37,7.35,1.22,9.50
230.20,48.20,2.67,2.00,0.00,0.00,nan,nan,nan,2.67,339.32,4.80,2302482,230.20,48.20,230.20,48.20,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.40,48.20,2.68,2.00,0.00,0.00,nan,nan,nan,2.68,339.32,4.80,2304482,230.40,48.20,230.40,48.20,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.60,48.20,2.71,2.00,0.00,0.00,nan,nan,nan,2.71,339.32,4.80,2306482,230.60,48.20,230.60,48.20,3.00,25.80,100.00,20.00,100.00,329.05,0.00,0.00,2.00
230.80,48.20,2.75,2.00,0.00,0.00,nan,nan,nan,2.75,339.32,4.80,2308482,230.80,48.20,230.80,48.20,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.00,48.20,2.79,2.00,0.00,0.00,nan,nan,nan,2.79,339.32,4.80,2310482,231.00,48.20,231.00,48.20,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.20,48.20,2.85,2.00,0.00,0.00,nan,nan,nan,2.85,339.32,4.80,2312482,231.20,48.20,231.20,48.20,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.40,48.20,2.91,2.00,0.00,0.00,nan,nan,nan,2.91,339.32,4.80,2314482,231.40,48.20,231.40,48.20,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.60,48.20,2.99,2.00,0.00,0.00,nan,nan,nan,2.99,333.44,4.76,2316482,231.60,48.20,231.60,48.20,3.00,25.67,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.80,48.20,3.07,2.00,0.00,0.00,nan,nan,nan,3.07,327.46,4.59,2318482,231.80,48.20,231.80,48.20,3.00,25.10,100.00,20.00,100.00,317.99,0.00,0.00,2.00
232.00,48.20,3.16,2.00,0.00,0.00,nan,nan,nan,3.16,327.46,4.59,2320482,232.00,48.20,232.00,48.20,3.00,25.10,100.00,20.00,100.00,310.07,0.00,0.00,2.00
232.20,48.20,3.25,2.00,0.00,0.00,nan,nan,nan,3.25,323.70,4.78,2322482,232.20,48.20,232.20,48.20,3.00,24.50,100.00,20.00,100.00,309.04,0.00,0.00,2.00
232.40,48.20,3.33,2.00,0.00,0.00,nan,nan,nan,3.33,321.13,4.97,2324482,232.40,48.20,232.40,48.20,3.00,23.76,100.00,20.00,100.00,309.04,0.00,0.00,2.00
232.60,48.20,3.42,2.00,0.00,0.00,nan,nan,nan,3.42,319.94,5.39,2326482,232.60,48.20,232.60,48.20,3.00,25.48,100.00,20.00,100.00,316.75,0.00,0.00,2.00
232.80,48.20,3.50,2.00,0.00,0.00,nan,nan,nan,3.50,323.70,5.44,2328482,232.80,48.20,232.80,48.20,3.00,25.88,100.00,20.00,100.00,316.75,0.00,0.00,2.00
233.00,48.20,3.58,2.00,0.00,0.00,nan,nan,nan,3.58,323.70,5.44,2330482,233.00,48.20,233.00,48.20,3.00,25.88,100.00,20.00,100.00,325.49,0.00,0.00,2.00
233.20,48.20,3.65,3.76,0.00,0.00,nan,nan,nan,3.65,327.66,5.30,2332482,233.20,48.20,233.20,48.20,4.00,27.47,100.00,20.00,100.00,325.49,0.00,0.00,3.76
233.40,48.20,5.50,11.45,0.00,0.00,nan,nan,nan,5.50,328.25,5.30,2334482,233.40,48.20,233.40,48.20,7.00,28.42,100.00,20.00,100.00,327.00,4.10,0.82,11.42
233.60,48.20,5.49,6.76,0.00,0.00,nan,nan,nan,5.49,328.35,6.72,2336482,233.60,48.20,233.60,48.20,7.00,28.42,100.00,20.00,100.00,324.66,8.06,0.95,6.69
233.80,48.20,10.32,6.14,0.00,0.00,nan,nan,nan,10.32,328.11,7.99,2338482,233.80,48.20,233.80,48.20,11.00,28.88,100.00,20.00,100.00,326.51,8.17,0.87,6.08
234.00,48.20,10.27,8.80,0.00,0.00,nan,nan,nan,10.27,327.59,9.10,2340482,234.00,48.20,234.00,48.20,10.00,28.88,100.00,20.00,100.00,328.73,9.83,1.50,8.67
234.20,48.20,10.30,8.80,0.00,0.00,nan,nan,nan,10.30,327.14,10.15,2342482,234.20,48.20,234.20,48.20,10.00,29.39,100.00,20.00,100.00,323.97,9.69,1.48,8.68
234.40,48.20,15.47,6.36,0.00,0.00,nan,nan,nan,15.47,327.05,11.19,2344482,234.40,48.20,234.40,48.20,11.00,30.49,100.00,20.00,100.00,323.85,9.51,1.05,6.28
234.60,48.20,20.68,6.36,0.00,0.00,nan,nan,nan,20.68,327.35,12.10,2346482,234.60,48.20,234.60,48.20,11.00,31.13,100.00,20.00,100.00,329.95,11.19,1.23,6.24
234.80,48.20,20.01,7.48,0.00,0.00,nan,nan,nan,20.01,327.88,12.70,2348482,234.80,48.20,234.80,48.20,14.00,31.11,100.00,20.00,100.00,326.80,10.34,1.34,7.36
235.41,48.20,29.65,9.25,3.57,0.29,nan,nan,nan,30.94,328.01,11.66,2354482,235.40,48.20,235.40,48.20,16.00,31.24,100.00,20.00,100.00,330.81,9.98,1.60,9.11
235.61,48.20,29.45,9.00,4.97,0.40,nan,nan,nan,33.65,327.65,10.82,2356482,235.60,48.20,235.60,48.20,17.50,31.24,31.00,20.00,100.00,328.93,10.15,1.59,8.86
235.81,48.20,29.47,8.67,5.40,0.43,nan,nan,nan,34.48,327.90,10.10,2358482,235.80,48.20,235.80,48.20,16.00,31.24,31.00,20.00,100.00,325.67,7.93,1.20,8.59
236.02,48.21,34.68,10.12,8.50,0.68,nan,nan,nan,40.49,329.64,9.74,2360482,236.00,48.20,236.00,48.20,17.50,31.24,25.00,20.00,100.00,328.53,7.34,1.29,10.04
236.24,48.21,30.09,12.98,20.62,1.66,nan,nan,nan,47.83,333.09,9.98,2362482,236.20,48.20,236.20,48.20,24.00,31.24,20.00,20.00,100.00,330.78,6.77,1.53,12.89
236.42,48.21,34.88,10.42,7.87,0.63,nan,nan,nan,39.28,336.59,10.74,2364482,236.40,48.20,236.40,48.20,18.00,31.24,21.00,20.00,100.00,335.84,7.35,1.33,10.33
230.20,48.40,2.66,2.00,0.00,0.00,nan,nan,nan,2.66,339.32,4.80,2302484,230.20,48.40,230.20,48.40,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.40,48.40,2.68,2.00,0.00,0.00,nan,nan,nan,2.68,339.32,4.80,2304484,230.40,48.40,230.40,48.40,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.60,48.40,2.71,2.00,0.00,0.00,nan,nan,nan,2.71,339.32,4.80,2306484,230.60,48.40,230.60,48.40,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.80,48.40,2.76,2.00,0.00,0.00,nan,nan,nan,2.76,339.32,4.80,2308484,230.80,48.40,230.80,48.40,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
231.00,48.40,2.81,2.00,0.00,0.00,nan,nan,nan,2.81,339.32,4.80,2310484,231.00,48.40,231.00,48.40,3.00,25.80,100.00,20.00,100.00,329.05,0.00,0.00,2.00
231.20,48.40,2.87,2.00,0.00,0.00,nan,nan,nan,2.87,339.32,4.80,2312484,231.20,48.40,231.20,48.40,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.40,48.40,2.93,2.00,0.00,0.00,nan,nan,nan,2.93,339.32,4.80,2314484,231.40,48.40,231.40,48.40,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.60,48.40,3.00,2.00,0.00,0.00,nan,nan,nan,3.00,336.48,4.80,2316484,231.60,48.40,231.60,48.40,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
231.80,48.40,3.07,2.00,0.00,0.00,nan,nan,nan,3.07,330.37,4.68,2318484,231.80,48.40,231.80,48.40,3.00,25.67,100.00,20.00,100.00,325.90,0.00,0.00,2.00
232.00,48.40,3.15,2.00,0.00,0.00,nan,nan,nan,3.15,327.46,4.59,2320484,232.00,48.40,232.00,48.40,3.00,25.10,100.00,20.00,100.00,317.99,0.00,0.00,2.00
232.20,48.40,3.24,2.00,0.00,0.00,nan,nan,nan,3.24,327.46,4.59,2322484,232.20,48.40,232.20,48.40,3.00,25.10,100.00,20.00,100.00,310.07,0.00,0.00,2.00
232.40,48.40,3.31,2.00,0.00,0.00,nan,nan,nan,3.31,321.13,4.97,2324484,232.40,48.40,232.40,48.40,3.00,23.76,100.00,20.00,100.00,309.04,0.00,0.00,2.00
232.60,48.40,3.39,2.00,0.00,0.00,nan,nan,nan,3.39,319.93,5.17,2326484,232.60,48.40,232.60,48.40,3.00,25.48,100.00,20.00,100.00,309.04,0.00,0.00,2.00
232.80,48.40,3.48,3.76,0.00,0.00,nan,nan,nan,3.48,321.67,5.56,2328484,232.80,48.40,232.80,48.40,4.00,25.64,100.00,20.00,100.00,308.02,0.00,0.00,3.76
233.00,48.40,3.56,3.76,0.00,0.00,nan,nan,nan,3.56,323.70,5.44,2330484,233.00,48.40,233.00,48.40,4.00,25.88,100.00,20.00,100.00,316.75,0.00,0.00,3.76
233.20,48.40,4.50,4.06,0.00,0.00,nan,nan,nan,4.50,325.74,5.72,2332484,233.20,48.40,233.20,48.40,6.00,25.88,100.00,20.00,100.00,323.80,4.40,0.31,4.05
233.40,48.40,4.69,7.26,0.00,0.00,nan,nan,nan,4.69,326.20,6.80,2334484,233.40,48.40,233.40,48.40,6.00,27.47,100.00,20.00,100.00,330.30,8.08,1.02,7.19
233.60,48.40,9.63,6.36,0.00,0.00,nan,nan,nan,9.63,326.52,8.17,2336484,233.60,48.40,233.60,48.40,11.00,28.42,100.00,20.00,100.00,322.81,8.52,0.94,6.29
233.80,48.40,10.33,8.80,0.00,0.00,nan,nan,nan,10.33,326.44,9.36,2338484,233.80,48.40,233.80,48.40,10.00,28.42,100.00,20.00,100.00,322.81,9.27,1.42,8.69
234.00,48.40,10.32,8.80,0.00,0.00,nan,nan,nan,10.32,326.11,10.41,2340484,234.00,48.40,234.00,48.40,10.00,28.88,100.00,20.00,100.00,325.20,10.23,1.56,8.66
234.20,48.40,15.49,6.36,0.00,0.00,nan,nan,nan,15.49,325.85,11.39,2342484,234.20,48.40,234.20,48.40,11.00,28.88,100.00,20.00,100.00,321.73,9.35,1.03,6.28
234.40,48.40,15.67,7.75,0.00,0.00,nan,nan,nan,15.67,325.80,12.27,2344484,234.40,48.40,234.40,48.40,7.00,28.88,100.00,20.00,100.00,324.73,10.43,1.40,7.62
234.60,48.40,14.81,8.28,0.00,0.00,nan,nan,nan,14.81,325.83,12.88,2346484,234.60,48.40,234.60,48.40,9.00,29.39,100.00,20.00,100.00,328.10,11.20,1.61,8.12
234.80,48.40,20.19,7.52,0.00,0.00,nan,nan,nan,20.19,325.94,13.06,2348484,234.80,48.40,234.80,48.40,13.00,30.49,100.00,20.00,100.00,325.60,9.78,1.28,7.41
235.01,48.40,29.96,13.10,3.31,0.27,nan,nan,nan,30.45,326.12,12.73,2350484,235.00,48.40,235.00,48.40,22.00,31.13,100.00,20.00,100.00,329.56,9.71,2.21,12.91
235.21,48.40,29.22,10.54,3.32,0.27,nan,nan,nan,30.48,326.36,11.97,2352484,235.20,48.40,235.20,48.40,20.00,31.11,100.00,20.00,100.00,323.83,10.33,1.89,10.37
235.41,48.40,29.51,8.78,4.23,0.34,nan,nan,nan,32.21,326.60,11.05,2354484,235.40,48.40,235.40,48.40,17.00,31.24,100.00,20.00,100.00,321.72,10.75,1.64,8.63
235.62,48.41,29.79,9.01,8.89,0.71,nan,nan,nan,41.25,326.68,10.25,2356484,235.60,48.40,235.60,48.40,21.37,31.24,20.00,20.00,100.00,325.01,8.77,1.37,8.90
235.81,48.41,30.18,8.43,7.71,0.62,nan,nan,nan,38.96,326.39,9.80,2358484,235.80,48.40,235.80,48.40,16.00,31.24,21.00,20.00,100.00,325.89,7.56,1.11,8.35
236.02,48.41,25.05,12.44,8.70,0.70,nan,nan,nan,40.87,326.23,9.89,2360484,236.00,48.40,236.00,48.40,17.50,31.24,23.00,20.00,100.00,322.65,7.05,1.53,12.34
236.22,48.41,40.33,13.87,8.30,0.67,nan,nan,nan,40.10,327.13,10.64,2362484,236.20,48.40,236.20,48.40,20.50,31.24,20.00,20.00,100.00,320.89,6.50,1.57,13.79
236.41,48.40,35.18,10.72,3.26,0.26,nan,nan,nan,30.33,328.68,11.82,2364484,236.40,48.40,236.40,48.40,21.00,31.24,20.00,20.00,100.00,329.96,10.98,2.04,10.53
230.20,48.60,2.67,2.00,0.00,0.00,nan,nan,nan,2.67,324.98,6.84,2302486,230.20,48.60,230.20,48.60,3.00,22.93,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.40,48.60,2.69,2.00,0.00,0.00,nan,nan,nan,2.69,325.84,6.77,2304486,230.40,48.60,230.40,48.60,3.00,22.93,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.60,48.60,2.73,2.00,0.00,0.00,nan,nan,nan,2.73,339.32,4.80,2306486,230.60,48.60,230.60,48.60,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
230.80,48.60,2.78,2.00,0.00,0.00,nan,nan,nan,2.78,339.32,4.80,2308486,230.80,48.60,230.80,48.60,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
231.00,48.60,2.83,2.00,0.00,0.00,nan,nan,nan,2.83,339.32,4.80,2310486,231.00,48.60,231.00,48.60,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
231.20,48.60,2.89,2.00,0.00,0.00,nan,nan,nan,2.89,339.32,4.80,2312486,231.20,48.60,231.20,48.60,3.00,25.80,100.00,20.00,100.00,332.20,0.00,0.00,2.00
231.40,48.60,2.95,2.00,0.00,0.00,nan,nan,nan,2.95,339.32,4.80,2314486,231.40,48.60,231.40,48.60,3.00,25.80,100.00,20.00,100.00,329.05,0.00,0.00,2.00
231.60,48.60,3.00,2.00,0.00,0.00,nan,nan,nan,3.00,339.32,4.80,2316486,231.60,48.60,231.60,48.60,3.00,25.80,100.00,20.00,100.00,329.05,0.00,0.00,2.00
231.80,48.60,3.07,2.00,0.00,0.00,nan,nan,nan,3.07,336.48,4.80,2318486,231.80,48.60,231.80,48.60,3.00,25.80,100.00,20.00,100.00,325.90,0.00,0.00,2.00
232.00,48.60,3.14,2.00,0.00,0.00,nan,nan,nan,3.14,330.37,4.68,2320486,232.00,48.60,232.00,48.60,3.00,25.67,100.00,20.00,100.00,325.90,0.00,0.00,2.00
232.20,48.60,3.23,2.00,0.00,0.00,nan,nan,nan,3.23,327.46,4.59,2322486,232.20,48.60,232.20,48.60,3.00,25.10,100.00,20.00,100.00,317.99,0.00,0.00,2.00
232.40,48.60,3.31,2.00,0.00,0.00,nan,nan,nan,3.31,323.70,4.78,2324486,232.40,48.60,232.40,48.60,3.00,24.50,100.00,20.00,100.00,310.07,0.00,0.00,2.00
232.60,48.60,3.38,3.76,0.00,0.00,nan,nan,nan,3.38,321.13,4.97,2326486,232.60,48.60,232.60,48.60,4.00,23.76,100.00,20.00,100.00,309.04,0.00,0.00,3.76
